                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                0.45385,                0.43457,                0.99656,                0.97176,                0.95075,                0.97945,                0.84791,                0.60699,                0.31782,                 1.0864,             8.7377e-05,             8.7377e-05,             8.7377e-05
                     88,                0.45149,                0.43544,                0.99558,                0.98539,                0.94091,                 0.9774,                0.84542,                0.59614,                0.31277,                 1.0782,             8.1556e-05,             8.1556e-05,             8.1556e-05
                     89,                 0.4418,                 0.4341,                0.98577,                0.98297,                0.94074,                0.97636,                0.84949,                0.58452,                0.31522,                 1.0692,             7.5734e-05,             7.5734e-05,             7.5734e-05
                     90,                0.44057,                0.42197,                0.98375,                 0.9667,                0.95711,                0.97653,                0.85017,                0.59442,                0.30388,                 1.0907,             6.9913e-05,             6.9913e-05,             6.9913e-05
                     91,                0.39772,                0.30804,                0.95685,                0.97736,                0.95237,                0.97942,                0.85079,                0.59545,                0.31157,                 1.0828,             6.4092e-05,             6.4092e-05,             6.4092e-05
                     92,                0.38123,                0.29441,                0.95094,                 0.9741,                0.95868,                 0.9792,                0.85141,                0.59716,                0.30564,                 1.0836,             5.8271e-05,             5.8271e-05,             5.8271e-05
                     93,                0.37243,                0.28918,                0.94666,                0.97526,                0.94525,                0.97789,                0.84726,                0.59509,                 0.3039,                 1.0842,              5.245e-05,              5.245e-05,              5.245e-05
                     94,                0.36807,                0.28467,                 0.9437,                0.98058,                0.94814,                0.98099,                0.85451,                0.57935,                0.30041,                 1.0668,             4.6628e-05,             4.6628e-05,             4.6628e-05
                     95,                0.36064,                0.27619,                  0.935,                0.97484,                0.95281,                0.98139,                0.85607,                0.58341,                0.29207,                 1.0817,             4.0807e-05,             4.0807e-05,             4.0807e-05
                     96,                0.35769,                0.27922,                0.93893,                0.96668,                0.95707,                0.97957,                0.85671,                0.57741,                0.30382,                 1.0777,             3.4986e-05,             3.4986e-05,             3.4986e-05
                     97,                0.34547,                0.26575,                0.92547,                0.97347,                0.94691,                 0.9802,                0.85706,                0.58036,                0.30377,                 1.0776,             2.9165e-05,             2.9165e-05,             2.9165e-05
                     98,                0.35023,                0.27106,                0.92873,                 0.9737,                0.95431,                0.97753,                0.85509,                0.57234,                0.30238,                 1.0738,             2.3344e-05,             2.3344e-05,             2.3344e-05
                     99,                0.33895,                0.26187,                0.92272,                0.97146,                 0.9566,                0.97773,                0.85742,                0.57127,                0.30159,                 1.0728,             1.7522e-05,             1.7522e-05,             1.7522e-05
                    100,                0.33543,                0.25653,                0.92168,                0.98464,                0.94132,                0.97703,                0.86058,                0.57041,                 0.3045,                  1.072,             1.1701e-05,             1.1701e-05,             1.1701e-05
